pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"at:49:1349:5_at:49:1349:0:15_walkway_1","at:49:1349:5","at:49:1349:0:15","1","1","300"
"at:49:1349:5_at:49:1349:16_walkway_1","at:49:1349:5","at:49:1349:16","1","1","240"
"at:49:1349:5_at:49:1349:17_walkway_1","at:49:1349:5","at:49:1349:17","1","1","240"
"at:49:1349:5_at:49:1349:19_walkway_1","at:49:1349:5","at:49:1349:19","1","1","60"
"at:49:1349:5_at:49:1349:20_walkway_1","at:49:1349:5","at:49:1349:20","1","1","90"
"at:49:1349:5_at:49:1349:24_walkway_1","at:49:1349:5","at:49:1349:24","1","1","600"
"at:49:1349:6_at:49:1349:7_walkway_1","at:49:1349:6","at:49:1349:7","1","1","120"
"at:49:1349:6_at:49:1349:0:15_walkway_1","at:49:1349:6","at:49:1349:0:15","1","1","180"
"at:49:1349:6_at:49:1349:10_walkway_1","at:49:1349:6","at:49:1349:10","1","1","180"
"at:49:1349:6_at:49:1349:11_walkway_1","at:49:1349:6","at:49:1349:11","1","1","60"
"at:49:1349:6_at:49:1349:13_walkway_1","at:49:1349:6","at:49:1349:13","1","1","60"
"at:49:1349:6_at:49:1349:24_walkway_1","at:49:1349:6","at:49:1349:24","1","1","60"
"at:49:1349:6_at:49:1349:33_walkway_1","at:49:1349:6","at:49:1349:33","1","1","180"
"at:49:1349:7_at:49:1349:0:15_walkway_1","at:49:1349:7","at:49:1349:0:15","1","1","120"
"at:49:1349:7_at:49:1349:10_walkway_1","at:49:1349:7","at:49:1349:10","1","1","60"
"at:49:1349:7_at:49:1349:11_walkway_1","at:49:1349:7","at:49:1349:11","1","1","180"
"at:49:1349:7_at:49:1349:13_walkway_1","at:49:1349:7","at:49:1349:13","1","1","180"
"at:49:1349:7_at:49:1349:16_walkway_1","at:49:1349:7","at:49:1349:16","1","1","180"
"at:49:1349:7_at:49:1349:24_walkway_1","at:49:1349:7","at:49:1349:24","1","1","180"
"at:49:1349:7_at:49:1349:33_walkway_1","at:49:1349:7","at:49:1349:33","1","1","180"
"at:49:1349:7_at:49:1349:34_walkway_1","at:49:1349:7","at:49:1349:34","1","1","120"
"at:49:1349:0:15_at:49:1349:10_walkway_1","at:49:1349:0:15","at:49:1349:10","1","1","180"
"at:49:1349:0:15_at:49:1349:11_walkway_1","at:49:1349:0:15","at:49:1349:11","1","1","180"
"at:49:1349:0:15_at:49:1349:13_walkway_1","at:49:1349:0:15","at:49:1349:13","1","1","180"
"at:49:1349:0:15_at:49:1349:16_walkway_1","at:49:1349:0:15","at:49:1349:16","1","1","180"
"at:49:1349:0:15_at:49:1349:24_walkway_1","at:49:1349:0:15","at:49:1349:24","1","1","240"
"at:49:1349:0:15_at:49:1349:33_walkway_1","at:49:1349:0:15","at:49:1349:33","1","1","120"
"at:49:1349:0:12_at:49:1349:12_stairs_1","at:49:1349:0:12","at:49:1349:12","2","1","120"
"at:49:1349:0:12_at:49:1349:13_stairs_1","at:49:1349:0:12","at:49:1349:13","2","1","60"
"at:49:1349:0:12_at:49:1349:13_elevator_1","at:49:1349:0:12","at:49:1349:13","5","1","120"
"at:49:1349:0:12_at:49:1349:14_stairs_1","at:49:1349:0:12","at:49:1349:14","2","1","150"
"at:49:1349:10_at:49:1349:34_walkway_1","at:49:1349:10","at:49:1349:34","1","1","180"
"at:49:1349:11_at:49:1349:14_elevator_1","at:49:1349:11","at:49:1349:14","5","1","120"
"at:49:1349:13_at:49:1349:14_stairs_1","at:49:1349:13","at:49:1349:14","2","1","120"
"at:49:1349:13_at:49:1349:23_walkway_1","at:49:1349:13","at:49:1349:23","1","1","180"
"at:49:1349:14_at:49:1349:15_stairs_1","at:49:1349:14","at:49:1349:15","2","1","60"
"at:49:1349:14_at:49:1349:15_elevator_1","at:49:1349:14","at:49:1349:15","5","1","90"
"at:49:1349:14_at:49:1349:22_walkway_1","at:49:1349:14","at:49:1349:22","1","1","60"
"at:49:1349:14_at:49:1349:23_stairs_1","at:49:1349:14","at:49:1349:23","2","1","180"
"at:49:1349:14_at:49:1349:23_escalator_1","at:49:1349:14","at:49:1349:23","4","1","180"
"at:49:1349:16_at:49:1349:18_stairs_1","at:49:1349:16","at:49:1349:18","2","1","60"
"at:49:1349:16_at:49:1349:18_escalator_1","at:49:1349:16","at:49:1349:18","4","1","60"
"at:49:1349:16_at:49:1349:18_elevator_1","at:49:1349:16","at:49:1349:18","5","1","60"
"at:49:1349:17_at:49:1349:18_stairs_1","at:49:1349:17","at:49:1349:18","2","1","60"
"at:49:1349:17_at:49:1349:18_escalator_1","at:49:1349:17","at:49:1349:18","4","1","60"
"at:49:1349:18_at:49:1349:22_stairs_1","at:49:1349:18","at:49:1349:22","2","1","120"
"at:49:1349:18_at:49:1349:22_elevator_1","at:49:1349:18","at:49:1349:22","5","1","120"
"at:49:1349:22_at:49:1349:18_escalator_0","at:49:1349:22","at:49:1349:18","4","0","60"
"at:49:1349:19_at:49:1349:21_stairs_1","at:49:1349:19","at:49:1349:21","2","1","60"
"at:49:1349:21_at:49:1349:19_escalator_0","at:49:1349:21","at:49:1349:19","4","0","60"
"at:49:1349:20_at:49:1349:21_stairs_1","at:49:1349:20","at:49:1349:21","2","1","60"
"at:49:1349:21_at:49:1349:20_escalator_0","at:49:1349:21","at:49:1349:20","4","0","60"
"at:49:1349:23_at:49:1349:0:33_stairs_1","at:49:1349:23","at:49:1349:0:33","2","1","180"
"at:49:1349:23_at:49:1349:0:1_stairs_1","at:49:1349:23","at:49:1349:0:1","2","1","180"
"at:49:1349:23_at:49:1349:0:33_escalator_1","at:49:1349:23","at:49:1349:0:33","4","1","180"
"at:49:1349:23_at:49:1349:0:1_escalator_1","at:49:1349:23","at:49:1349:0:1","4","1","180"
"at:49:1349:23_at:49:1349:0:33_elevator_1","at:49:1349:23","at:49:1349:0:33","5","1","210"
"at:49:1349:23_at:49:1349:0:1_elevator_1","at:49:1349:23","at:49:1349:0:1","5","1","210"
"at:49:1349:23_at:49:1349:0:32_stairs_1","at:49:1349:23","at:49:1349:0:32","2","1","240"
"at:49:1349:23_at:49:1349:0:29_stairs_1","at:49:1349:23","at:49:1349:0:29","2","1","240"
"at:49:1349:23_at:49:1349:0:32_escalator_1","at:49:1349:23","at:49:1349:0:32","4","1","240"
"at:49:1349:23_at:49:1349:0:29_escalator_1","at:49:1349:23","at:49:1349:0:29","4","1","240"
"at:49:1349:23_at:49:1349:0:32_elevator_1","at:49:1349:23","at:49:1349:0:32","5","1","270"
"at:49:1349:23_at:49:1349:0:29_elevator_1","at:49:1349:23","at:49:1349:0:29","5","1","270"
"at:49:1349:23_at:49:1349:0:27_stairs_1","at:49:1349:23","at:49:1349:0:27","2","1","300"
"at:49:1349:23_at:49:1349:0:31_stairs_1","at:49:1349:23","at:49:1349:0:31","2","1","300"
"at:49:1349:23_at:49:1349:0:27_escalator_1","at:49:1349:23","at:49:1349:0:27","4","1","300"
"at:49:1349:23_at:49:1349:0:31_escalator_1","at:49:1349:23","at:49:1349:0:31","4","1","300"
"at:49:1349:23_at:49:1349:0:27_elevator_1","at:49:1349:23","at:49:1349:0:27","5","1","330"
"at:49:1349:23_at:49:1349:0:31_elevator_1","at:49:1349:23","at:49:1349:0:31","5","1","330"
"at:49:1349:23_at:49:1349:0:28_stairs_1","at:49:1349:23","at:49:1349:0:28","2","1","360"
"at:49:1349:23_at:49:1349:0:28_escalator_1","at:49:1349:23","at:49:1349:0:28","4","1","360"
"at:49:1349:23_at:49:1349:0:28_elevator_1","at:49:1349:23","at:49:1349:0:28","5","1","390"
"at:49:1349:23_at:49:1349:0:10_stairs_1","at:49:1349:23","at:49:1349:0:10","2","1","420"
"at:49:1349:23_at:49:1349:0:9_stairs_1","at:49:1349:23","at:49:1349:0:9","2","1","420"
"at:49:1349:23_at:49:1349:0:10_escalator_1","at:49:1349:23","at:49:1349:0:10","4","1","420"
"at:49:1349:23_at:49:1349:0:9_escalator_1","at:49:1349:23","at:49:1349:0:9","4","1","420"
"at:49:1349:23_at:49:1349:0:10_elevator_1","at:49:1349:23","at:49:1349:0:10","5","1","450"
"at:49:1349:23_at:49:1349:0:9_elevator_1","at:49:1349:23","at:49:1349:0:9","5","1","450"
"at:49:1349:23_at:49:1349:30_walkway_1","at:49:1349:23","at:49:1349:30","1","1","360"
"at:49:1349:23_at:49:1349:31_walkway_1","at:49:1349:23","at:49:1349:31","1","1","60"
"at:49:1349:23_at:49:1349:33_walkway_1","at:49:1349:23","at:49:1349:33","1","1","60"
"at:49:1349:24_at:49:1349:30_walkway_1","at:49:1349:24","at:49:1349:30","1","1","60"
"at:49:1349:0:33_at:49:1349:30_stairs_1","at:49:1349:0:33","at:49:1349:30","2","1","420"
"at:49:1349:0:1_at:49:1349:30_stairs_1","at:49:1349:0:1","at:49:1349:30","2","1","420"
"at:49:1349:0:33_at:49:1349:30_escalator_1","at:49:1349:0:33","at:49:1349:30","4","1","420"
"at:49:1349:0:1_at:49:1349:30_escalator_1","at:49:1349:0:1","at:49:1349:30","4","1","420"
"at:49:1349:0:33_at:49:1349:30_elevator_1","at:49:1349:0:33","at:49:1349:30","5","1","450"
"at:49:1349:0:1_at:49:1349:30_elevator_1","at:49:1349:0:1","at:49:1349:30","5","1","450"
"at:49:1349:0:33_at:49:1349:32_stairs_1","at:49:1349:0:33","at:49:1349:32","2","1","300"
"at:49:1349:0:1_at:49:1349:32_stairs_1","at:49:1349:0:1","at:49:1349:32","2","1","300"
"at:49:1349:0:32_at:49:1349:30_stairs_1","at:49:1349:0:32","at:49:1349:30","2","1","360"
"at:49:1349:0:29_at:49:1349:30_stairs_1","at:49:1349:0:29","at:49:1349:30","2","1","360"
"at:49:1349:0:32_at:49:1349:30_escalator_1","at:49:1349:0:32","at:49:1349:30","4","1","360"
"at:49:1349:0:29_at:49:1349:30_escalator_1","at:49:1349:0:29","at:49:1349:30","4","1","360"
"at:49:1349:0:32_at:49:1349:30_elevator_1","at:49:1349:0:32","at:49:1349:30","5","1","390"
"at:49:1349:0:29_at:49:1349:30_elevator_1","at:49:1349:0:29","at:49:1349:30","5","1","390"
"at:49:1349:0:32_at:49:1349:32_stairs_1","at:49:1349:0:32","at:49:1349:32","2","1","300"
"at:49:1349:0:29_at:49:1349:32_stairs_1","at:49:1349:0:29","at:49:1349:32","2","1","300"
"at:49:1349:0:27_at:49:1349:30_stairs_1","at:49:1349:0:27","at:49:1349:30","2","1","300"
"at:49:1349:0:31_at:49:1349:30_stairs_1","at:49:1349:0:31","at:49:1349:30","2","1","300"
"at:49:1349:0:27_at:49:1349:30_escalator_1","at:49:1349:0:27","at:49:1349:30","4","1","300"
"at:49:1349:0:31_at:49:1349:30_escalator_1","at:49:1349:0:31","at:49:1349:30","4","1","300"
"at:49:1349:0:27_at:49:1349:30_elevator_1","at:49:1349:0:27","at:49:1349:30","5","1","330"
"at:49:1349:0:31_at:49:1349:30_elevator_1","at:49:1349:0:31","at:49:1349:30","5","1","330"
"at:49:1349:0:27_at:49:1349:32_stairs_1","at:49:1349:0:27","at:49:1349:32","2","1","300"
"at:49:1349:0:31_at:49:1349:32_stairs_1","at:49:1349:0:31","at:49:1349:32","2","1","300"
"at:49:1349:0:28_at:49:1349:30_stairs_1","at:49:1349:0:28","at:49:1349:30","2","1","240"
"at:49:1349:0:28_at:49:1349:30_escalator_1","at:49:1349:0:28","at:49:1349:30","4","1","240"
"at:49:1349:0:28_at:49:1349:30_elevator_1","at:49:1349:0:28","at:49:1349:30","5","1","270"
"at:49:1349:0:28_at:49:1349:32_stairs_1","at:49:1349:0:28","at:49:1349:32","2","1","300"
"at:49:1349:0:10_at:49:1349:30_stairs_1","at:49:1349:0:10","at:49:1349:30","2","1","180"
"at:49:1349:0:9_at:49:1349:30_stairs_1","at:49:1349:0:9","at:49:1349:30","2","1","180"
"at:49:1349:0:10_at:49:1349:30_escalator_1","at:49:1349:0:10","at:49:1349:30","4","1","180"
"at:49:1349:0:9_at:49:1349:30_escalator_1","at:49:1349:0:9","at:49:1349:30","4","1","180"
"at:49:1349:0:10_at:49:1349:30_elevator_1","at:49:1349:0:10","at:49:1349:30","5","1","210"
"at:49:1349:0:9_at:49:1349:30_elevator_1","at:49:1349:0:9","at:49:1349:30","5","1","210"
"at:49:1349:0:10_at:49:1349:32_stairs_1","at:49:1349:0:10","at:49:1349:32","2","1","300"
"at:49:1349:0:9_at:49:1349:32_stairs_1","at:49:1349:0:9","at:49:1349:32","2","1","300"
"at:49:1349:0:33_at:49:1349:0:1_walkway_1","at:49:1349:0:33","at:49:1349:0:1","1","1","240"
"at:49:1349:0:32_at:49:1349:0:29_walkway_1","at:49:1349:0:32","at:49:1349:0:29","1","1","240"
"at:49:1349:0:27_at:49:1349:0:31_walkway_1","at:49:1349:0:27","at:49:1349:0:31","1","1","240"
"at:49:1349:0:10_at:49:1349:0:9_walkway_1","at:49:1349:0:10","at:49:1349:0:9","1","1","240"
"at:45:50034:0:1_at:45:50034:3_stairs_1","at:45:50034:0:1","at:45:50034:3","2","1","84"
"at:45:50034:0:2_at:45:50034:3_stairs_1","at:45:50034:0:2","at:45:50034:3","2","1","84"
"at:45:50034:0:1_at:45:50034:3_elevator_1","at:45:50034:0:1","at:45:50034:3","5","1","90"
"at:45:50034:0:2_at:45:50034:3_elevator_1","at:45:50034:0:2","at:45:50034:3","5","1","90"
"at:45:50034:2_at:45:50034:3_walkway_1","at:45:50034:2","at:45:50034:3","1","1","12"
"at:45:50034:2_at:45:50034:4_walkway_1","at:45:50034:2","at:45:50034:4","1","1","180"
"at:45:50034:2_at:45:50034:5_walkway_1","at:45:50034:2","at:45:50034:5","1","1","12"
"at:45:50034:0:1_at:45:50034:0:2_walkway_1","at:45:50034:0:1","at:45:50034:0:2","1","1","300"
"at:42:3643:1_at:42:3643:10_walkway_1","at:42:3643:1","at:42:3643:10","1","1","240"
"at:42:3643:1_at:42:3643:9_walkway_1","at:42:3643:1","at:42:3643:9","1","1","90"
"at:42:3643:1_at:42:3643:12_walkway_1","at:42:3643:1","at:42:3643:12","1","1","90"
"at:42:3643:1_at:42:3643:0:1_walkway_1","at:42:3643:1","at:42:3643:0:1","1","1","120"
"at:42:3643:2_at:42:3643:0:2_stairs_1","at:42:3643:2","at:42:3643:0:2","2","1","84"
"at:42:3643:2_at:42:3643:0:2_walkway_1","at:42:3643:2","at:42:3643:0:2","1","1","90"
"at:42:3643:2_at:42:3643:11_stairs_1","at:42:3643:2","at:42:3643:11","2","1","84"
"at:42:3643:2_at:42:3643:11_walkway_1","at:42:3643:2","at:42:3643:11","1","1","90"
"at:42:3643:2_at:42:3643:12_stairs_1","at:42:3643:2","at:42:3643:12","2","1","84"
"at:42:3643:2_at:42:3643:12_walkway_1","at:42:3643:2","at:42:3643:12","1","1","90"
"at:42:3643:2_at:42:3643:0:1_stairs_1","at:42:3643:2","at:42:3643:0:1","2","1","84"
"at:42:3643:2_at:42:3643:0:1_walkway_1","at:42:3643:2","at:42:3643:0:1","1","1","90"
"at:42:3643:0:2_at:42:3643:11_stairs_1","at:42:3643:0:2","at:42:3643:11","2","1","84"
"at:42:3643:0:2_at:42:3643:11_walkway_1","at:42:3643:0:2","at:42:3643:11","1","1","90"
"at:42:3643:0:1_at:42:3643:12_stairs_1","at:42:3643:0:1","at:42:3643:12","2","1","84"
"at:42:3643:0:1_at:42:3643:12_walkway_1","at:42:3643:0:1","at:42:3643:12","1","1","90"
"at:42:3643:9_at:42:3643:12_walkway_1","at:42:3643:9","at:42:3643:12","1","1","120"
"at:42:3643:10_at:42:3643:12_walkway_1","at:42:3643:10","at:42:3643:12","1","1","120"
"at:42:2149:0:1_at:42:2149:3_walkway_1","at:42:2149:0:1","at:42:2149:3","1","1","60"
"at:42:2149:2_at:42:2149:3_walkway_1","at:42:2149:2","at:42:2149:3","1","1","60"
"at:42:2149:2_at:42:2149:5_walkway_1","at:42:2149:2","at:42:2149:5","1","1","60"
"at:42:2149:3_at:42:2149:4_walkway_1","at:42:2149:3","at:42:2149:4","1","1","72"
"at:42:2149:3_at:42:2149:5_walkway_1","at:42:2149:3","at:42:2149:5","1","1","60"
"at:42:2149:4_at:42:2149:5_walkway_1","at:42:2149:4","at:42:2149:5","1","1","60"
"at:49:910:0:7_at:49:910:6_stairs_1","at:49:910:0:7","at:49:910:6","2","1","120"
"at:49:910:0:4_at:49:910:6_stairs_1","at:49:910:0:4","at:49:910:6","2","1","120"
"at:49:910:0:7_at:49:910:6_escalator_1","at:49:910:0:7","at:49:910:6","4","1","120"
"at:49:910:0:4_at:49:910:6_escalator_1","at:49:910:0:4","at:49:910:6","4","1","120"
"at:49:910:0:7_at:49:910:6_elevator_1","at:49:910:0:7","at:49:910:6","5","1","150"
"at:49:910:0:4_at:49:910:6_elevator_1","at:49:910:0:4","at:49:910:6","5","1","150"
"at:49:910:2_at:49:910:6_stairs_1","at:49:910:2","at:49:910:6","2","1","90"
"at:49:910:2_at:49:910:6_escalator_0","at:49:910:2","at:49:910:6","4","0","60"
"at:49:910:2_at:49:910:6_elevator_1","at:49:910:2","at:49:910:6","5","1","120"
"at:49:910:3_at:49:910:6_stairs_1","at:49:910:3","at:49:910:6","2","1","120"
"at:49:910:3_at:49:910:6_walkway_1","at:49:910:3","at:49:910:6","1","1","180"
"at:49:910:3_at:49:910:7_walkway_1","at:49:910:3","at:49:910:7","1","1","60"
"at:49:910:4_at:49:910:5_walkway_1","at:49:910:4","at:49:910:5","1","1","60"
"at:49:910:4_at:49:910:6_stairs_1","at:49:910:4","at:49:910:6","2","1","60"
"at:49:910:4_at:49:910:6_elevator_1","at:49:910:4","at:49:910:6","5","1","120"
"at:49:910:5_at:49:910:6_stairs_1","at:49:910:5","at:49:910:6","2","1","120"
"at:49:910:5_at:49:910:6_walkway_1","at:49:910:5","at:49:910:6","1","1","180"
"at:49:910:6_at:49:910:7_stairs_1","at:49:910:6","at:49:910:7","2","1","60"
"at:49:910:6_at:49:910:7_escalator_1","at:49:910:6","at:49:910:7","4","1","60"
"at:49:910:0:7_at:49:910:0:4_walkway_1","at:49:910:0:7","at:49:910:0:4","1","1","180"
"at:46:5211:0:1_at:46:5211:3_walkway_1","at:46:5211:0:1","at:46:5211:3","1","1","60"
"at:46:5211:0:2_at:46:5211:3_walkway_1","at:46:5211:0:2","at:46:5211:3","1","1","60"
"at:46:5211:0:1_at:46:5211:0:2_walkway_1","at:46:5211:0:1","at:46:5211:0:2","1","1","60"
"at:43:4016:0:1_at:43:4016:2_walkway_1","at:43:4016:0:1","at:43:4016:2","1","1","120"
"at:43:4016:0:1_at:43:4016:3_walkway_1","at:43:4016:0:1","at:43:4016:3","1","1","120"
"at:43:4016:2_at:43:4016:3_walkway_1","at:43:4016:2","at:43:4016:3","1","1","120"
"at:47:3881:0:1_at:47:3881:30_stairs_1","at:47:3881:0:1","at:47:3881:30","2","1","90"
"at:47:3881:10_at:47:3881:30_walkway_1","at:47:3881:10","at:47:3881:30","1","1","120"
"at:47:3881:11_at:47:3881:30_walkway_1","at:47:3881:11","at:47:3881:30","1","1","120"
"at:43:4207:0:1_at:43:4207:2_walkway_1","at:43:4207:0:1","at:43:4207:2","1","1","120"
"at:43:4207:0:1_at:43:4207:3_walkway_1","at:43:4207:0:1","at:43:4207:3","1","1","120"
"at:43:4207:2_at:43:4207:3_walkway_1","at:43:4207:2","at:43:4207:3","1","1","60"
"it:22079:stv1:1:1_it:22079:stv1:2_walkway_1","it:22079:stv1:1:1","it:22079:stv1:2","1","1","480"
"at:45:56268:0:6_at:45:56268:2_walkway_1","at:45:56268:0:6","at:45:56268:2","1","1","120"
"at:43:40081:0:2_at:43:40081:0:1_walkway_1","at:43:40081:0:2","at:43:40081:0:1","1","1","60"
"at:43:40013:0:2_at:43:40013:0:1_walkway_1","at:43:40013:0:2","at:43:40013:0:1","1","1","0"
"at:43:40088:0:2_at:43:40088:0:1_walkway_1","at:43:40088:0:2","at:43:40088:0:1","1","1","0"
"at:43:40087:0:2_at:43:40087:0:1_walkway_1","at:43:40087:0:2","at:43:40087:0:1","1","1","60"
"at:44:48315:0:1_at:44:48315:2_walkway_1","at:44:48315:0:1","at:44:48315:2","1","1","30"
"at:44:48315:2_at:44:48315:3_walkway_1","at:44:48315:2","at:44:48315:3","1","1","60"
"at:45:52294:0:1_at:45:52294:0:2_walkway_1","at:45:52294:0:1","at:45:52294:0:2","1","1","300"
"at:44:44004:0:1_at:44:44000:5_stairs_1","at:44:44004:0:1","at:44:44000:5","2","1","90"
"at:44:44004:0:1_at:44:44000:5_walkway_1","at:44:44004:0:1","at:44:44000:5","1","1","120"
"at:44:44004:0:2_at:44:44000:5_stairs_1","at:44:44004:0:2","at:44:44000:5","2","1","60"
"cz:0:5433425:0:1_cz:0:5433425:2_walkway_1","cz:0:5433425:0:1","cz:0:5433425:2","1","1","180"
"cz:0:5433425:0:1_cz:0:5433425:3_walkway_1","cz:0:5433425:0:1","cz:0:5433425:3","1","1","180"
"cz:0:5433425:0:1_cz:0:5433425:4_walkway_1","cz:0:5433425:0:1","cz:0:5433425:4","1","1","240"
"cz:0:5433425:0:1_cz:0:5433425:5_walkway_1","cz:0:5433425:0:1","cz:0:5433425:5","1","1","180"
"cz:0:5433425:0:1_cz:0:5433425:6_walkway_1","cz:0:5433425:0:1","cz:0:5433425:6","1","1","240"
"cz:0:5433425:2_cz:0:5433425:3_walkway_1","cz:0:5433425:2","cz:0:5433425:3","1","1","180"
"cz:0:5433425:2_cz:0:5433425:4_walkway_1","cz:0:5433425:2","cz:0:5433425:4","1","1","300"
"cz:0:5433425:3_cz:0:5433425:4_walkway_1","cz:0:5433425:3","cz:0:5433425:4","1","1","300"
"cz:0:5457076:0:1_cz:55100:5457076:11_walkway_1","cz:0:5457076:0:1","cz:55100:5457076:11","1","1","300"
"cz:0:5473632:0:1_cz:0:5473632:2_walkway_1","cz:0:5473632:0:1","cz:0:5473632:2","1","1","120"
"hu:17905:27000493:27000459_hu:17905:27000493:2_walkway_1","hu:17905:27000493:27000459","hu:17905:27000493:2","1","1","180"
"hu:17905:27000493:27000459_hu:17905:27000493:3_walkway_1","hu:17905:27000493:27000459","hu:17905:27000493:3","1","1","180"
"hu:17905:27000493:27000459_hu:17905:27000493:4_walkway_1","hu:17905:27000493:27000459","hu:17905:27000493:4","1","1","180"
"hu:17905:27000493:2_hu:17905:27000493:3_walkway_1","hu:17905:27000493:2","hu:17905:27000493:3","1","1","180"
"hu:17905:27000493:2_hu:17905:27000493:4_walkway_1","hu:17905:27000493:2","hu:17905:27000493:4","1","1","180"
"hu:17905:27000493:3_hu:17905:27000493:4_walkway_1","hu:17905:27000493:3","hu:17905:27000493:4","1","1","180"
"hu:31583:27000652:27000612_hu:31583:27000652:2_walkway_1","hu:31583:27000652:27000612","hu:31583:27000652:2","1","1","180"
"hu:15343:27001902:27001528_hu:15343:27001902:2_walkway_1","hu:15343:27001902:27001528","hu:15343:27001902:2","1","1","300"
"hu:08518:27001898:27001524_hu:08518:27001898:2_walkway_1","hu:08518:27001898:27001524","hu:08518:27001898:2","1","1","180"
"hu:08518:27001898:27001524_hu:08518:27001898:3_walkway_1","hu:08518:27001898:27001524","hu:08518:27001898:3","1","1","90"
"hu:08518:27001898:2_hu:08518:27001898:3_walkway_1","hu:08518:27001898:2","hu:08518:27001898:3","1","1","90"
"sk:56:7:0:1_sk:56:7:2_walkway_1","sk:56:7:0:1","sk:56:7:2","1","1","180"
"sk:56:1:0:1_sk:56:1:6_walkway_1","sk:56:1:0:1","sk:56:1:6","1","1","240"
"sk:56:1:0:1_sk:56:1:7_walkway_1","sk:56:1:0:1","sk:56:1:7","1","1","300"
"sk:56:1:2_sk:56:1:8_stairs_1","sk:56:1:2","sk:56:1:8","2","1","180"
"sk:56:1:3_sk:56:1:8_stairs_1","sk:56:1:3","sk:56:1:8","2","1","180"
"sk:56:1:4_sk:56:1:8_stairs_1","sk:56:1:4","sk:56:1:8","2","1","180"
"sk:56:1:5_sk:56:1:8_stairs_1","sk:56:1:5","sk:56:1:8","2","1","180"
"sk:56:1:6_sk:56:1:8_stairs_1","sk:56:1:6","sk:56:1:8","2","1","180"
"sk:56:1:6_sk:56:1:7_walkway_1","sk:56:1:6","sk:56:1:7","1","1","240"
"sk:56:1:7_sk:56:1:8_stairs_1","sk:56:1:7","sk:56:1:8","2","1","180"
"sk:56:2:0:1_sk:56:2:2_walkway_1","sk:56:2:0:1","sk:56:2:2","1","1","180"
"sk:56:2:0:1_sk:56:2:3_walkway_1","sk:56:2:0:1","sk:56:2:3","1","1","180"
"sk:56:2:2_sk:56:2:3_walkway_1","sk:56:2:2","sk:56:2:3","1","1","180"
"si:63:5948:0:1_si:63:5948:2_walkway_1","si:63:5948:0:1","si:63:5948:2","1","1","300"
"si:63:106:0:1_si:63:106:2_walkway_1","si:63:106:0:1","si:63:106:2","1","1","300"
"de:09761:100:1_de:09761:100:11:1_walkway_1","de:09761:100:1","de:09761:100:11:1","1","1","120"
"de:09761:100:1_de:09761:100:32_walkway_1","de:09761:100:1","de:09761:100:32","1","1","180"
"de:09761:100:1_de:09761:100:34_walkway_1","de:09761:100:1","de:09761:100:34","1","1","300"
"de:09761:100:1_de:09761:100:61_walkway_1","de:09761:100:1","de:09761:100:61","1","1","600"
"de:09761:100:1_de:09761:100:33_walkway_1","de:09761:100:1","de:09761:100:33","1","1","120"
"de:09761:100:1_de:09761:100:31_walkway_1","de:09761:100:1","de:09761:100:31","1","1","180"
"de:09761:100:1_de:09761:100:22_stairs_1","de:09761:100:1","de:09761:100:22","2","1","90"
"de:09761:100:1_de:09761:100:21_stairs_1","de:09761:100:1","de:09761:100:21","2","1","90"
"de:09761:100:2_de:09761:100:11:1_walkway_1","de:09761:100:2","de:09761:100:11:1","1","1","120"
"de:09761:100:2_de:09761:100:32_walkway_1","de:09761:100:2","de:09761:100:32","1","1","180"
"de:09761:100:2_de:09761:100:34_walkway_1","de:09761:100:2","de:09761:100:34","1","1","240"
"de:09761:100:2_de:09761:100:61_walkway_1","de:09761:100:2","de:09761:100:61","1","1","600"
"de:09761:100:2_de:09761:100:33_walkway_1","de:09761:100:2","de:09761:100:33","1","1","120"
"de:09761:100:2_de:09761:100:35_walkway_1","de:09761:100:2","de:09761:100:35","1","1","240"
"de:09761:100:2_de:09761:100:31_walkway_1","de:09761:100:2","de:09761:100:31","1","1","180"
"de:09761:100:2_de:09761:100:22_stairs_1","de:09761:100:2","de:09761:100:22","2","1","90"
"de:09761:100:2_de:09761:100:21_stairs_1","de:09761:100:2","de:09761:100:21","2","1","30"
"de:09761:100:3_de:09761:100:11:1_walkway_1","de:09761:100:3","de:09761:100:11:1","1","1","120"
"de:09761:100:3_de:09761:100:34_walkway_1","de:09761:100:3","de:09761:100:34","1","1","300"
"de:09761:100:3_de:09761:100:33_walkway_1","de:09761:100:3","de:09761:100:33","1","1","120"
"de:09761:100:3_de:09761:100:35_walkway_1","de:09761:100:3","de:09761:100:35","1","1","120"
"de:09761:100:3_de:09761:100:22_stairs_1","de:09761:100:3","de:09761:100:22","2","1","210"
"de:09761:100:3_de:09761:100:21_stairs_1","de:09761:100:3","de:09761:100:21","2","1","90"
"de:09761:100:11:1_de:09761:100:22_stairs_1","de:09761:100:11:1","de:09761:100:22","2","1","150"
"de:09761:100:11:1_de:09761:100:21_stairs_1","de:09761:100:11:1","de:09761:100:21","2","1","150"
"de:09761:100:12:3_de:09761:100:22_stairs_1","de:09761:100:12:3","de:09761:100:22","2","1","150"
"de:09761:100:12:3_de:09761:100:21_stairs_1","de:09761:100:12:3","de:09761:100:21","2","1","150"
"de:09761:100:13:5_de:09761:100:22_stairs_1","de:09761:100:13:5","de:09761:100:22","2","1","150"
